Category,City,Country,Customer ID,Customer Name,Discount Category ,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit Status ,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales,Shipping Days
Technology,Philadelphia,United States,EB-14110,Eugene Barchas,Medium Discount,14-11-2016,CA-2016-121370,19134,TEC-CO-10004115,Sharp AL-1530CS Digital Copier,Profit,East,Consumer,19-11-2016,Second Class,Pennsylvania,Copiers,0.4,179.9964,0.15,4,1199.976,5
Furniture,Philadelphia,United States,EB-14110,Eugene Barchas,Low Discount ,14-11-2016,CA-2016-121370,19134,FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Profit,East,Consumer,19-11-2016,Second Class,Pennsylvania,Furnishings,0.2,9.7152,0.2,3,48.576,5
Office Supplies,Los Angeles,United States,TB-21625,Trudy Brown,No Discount ,08-05-2016,CA-2016-111696,90004,OFF-PA-10002751,Xerox 1920,Profit,West,Consumer,10-05-2016,First Class,California,Paper,0,8.073,0.45,3,17.94,2
Office Supplies,Philadelphia,United States,MG-17695,Maureen Gnade,Low Discount ,26-12-2014,CA-2014-139598,19134,OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Profit,East,Consumer,31-12-2014,Standard Class,Pennsylvania,Paper,0.2,6.1641,0.3375,3,18.264,5
Office Supplies,Philadelphia,United States,MG-17695,Maureen Gnade,Low Discount ,26-12-2014,CA-2014-139598,19134,OFF-AP-10002998,Holmes 99% HEPA Air Purifier,Profit,East,Consumer,31-12-2014,Standard Class,Pennsylvania,Appliances,0.2,5.6316,0.1625,2,34.656,5
Office Supplies,Philadelphia,United States,MG-17695,Maureen Gnade,Low Discount ,26-12-2014,CA-2014-139598,19134,OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Profit,East,Consumer,31-12-2014,Standard Class,Pennsylvania,Appliances,0.2,8.1552,0.1,2,81.552,5
Office Supplies,Philadelphia,United States,MG-17695,Maureen Gnade,Low Discount ,26-12-2014,CA-2014-139598,19134,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Loss,East,Consumer,31-12-2014,Standard Class,Pennsylvania,Storage,0.2,-42.588,-0.1875,4,227.136,5
Office Supplies,Norwich,United States,LW-17125,Liz Willingham,No Discount ,08-06-2017,CA-2017-117436,6360,OFF-BI-10004040,Wilson Jones Impact Binders,Profit,East,Consumer,14-06-2017,Standard Class,Connecticut,Binders,0,5.0764,0.49,2,10.36,6
Office Supplies,San Antonio,United States,PF-19120,Peter Fuller,High Discount ,07-04-2015,CA-2015-140025,78207,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Loss,Central,Consumer,11-04-2015,Standard Class,Texas,Appliances,0.8,-1181.2824,-2.55,8,463.248,4
Technology,San Antonio,United States,PF-19120,Peter Fuller,Low Discount ,07-04-2015,CA-2015-140025,78207,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Profit,Central,Consumer,11-04-2015,Standard Class,Texas,Accessories,0.2,47.994,0.125,6,383.952,4
Office Supplies,Yuma,United States,NZ-18565,Nick Zandusky,High Discount ,10-07-2016,CA-2016-134222,85364,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Loss,West,Home Office,11-07-2016,Same Day,Arizona,Binders,0.7,-35.8848,-0.8,6,44.856,1
Technology,Columbus,United States,CK-12205,Chloris Kastensmidt,High Discount ,21-11-2016,CA-2016-140018,43229,TEC-MA-10000752,Texas Instrument TI-15 Fraction Calculator,Loss,East,Consumer,26-11-2016,Standard Class,Ohio,Machines,0.7,-24.276,-0.8,7,30.345,5
Furniture,Columbus,United States,CK-12205,Chloris Kastensmidt,Medium Discount,21-11-2016,CA-2016-140018,43229,FUR-CH-10003817,"Global Value Steno Chair, Gray",Loss,East,Consumer,26-11-2016,Standard Class,Ohio,Chairs,0.3,-9.111,-0.071428571,3,127.554,5
Furniture,Columbus,United States,CK-12205,Chloris Kastensmidt,Low Discount ,21-11-2016,CA-2016-140018,43229,FUR-FU-10001876,"Computer Room Manger, 14""",Profit,East,Consumer,26-11-2016,Standard Class,Ohio,Furnishings,0.2,15.5904,0.2,3,77.952,5
Office Supplies,Los Angeles,United States,JE-15610,Jim Epp,Low Discount ,12-11-2017,US-2017-136707,90036,OFF-BI-10003460,Acco 3-Hole Punch,Profit,West,Corporate,15-11-2017,First Class,California,Binders,0.2,4.9056,0.35,4,14.016,3
Office Supplies,Richmond,United States,JO-15145,Jack O'Briant,No Discount ,01-11-2014,CA-2014-152562,40475,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Profit,South,Corporate,08-11-2014,Standard Class,Kentucky,Storage,0,19.4656,0.28,2,69.52,7
Office Supplies,Richmond,United States,JO-15145,Jack O'Briant,No Discount ,01-11-2014,CA-2014-152562,40475,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",Profit,South,Corporate,08-11-2014,Standard Class,Kentucky,Art,0,1.6356,0.29,3,5.64,7
Office Supplies,New York City,United States,TT-21220,Thomas Thornton,Low Discount ,15-05-2016,CA-2016-152408,10035,OFF-BI-10002393,Binder Posts,Profit,East,Consumer,21-05-2016,Standard Class,New York,Binders,0.2,4.4772,0.325,3,13.776,6
Office Supplies,Wausau,United States,MS-17365,Maribeth Schnelling,No Discount ,07-11-2014,CA-2014-120278,54401,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,Profit,Central,Consumer,12-11-2014,Standard Class,Wisconsin,Appliances,0,68.8464,0.28,6,245.88,5
Office Supplies,Wausau,United States,MS-17365,Maribeth Schnelling,No Discount ,07-11-2014,CA-2014-120278,54401,OFF-ST-10004258,Portable Personal File Box,Profit,Central,Consumer,12-11-2014,Standard Class,Wisconsin,Storage,0,9.8901,0.27,3,36.63,5
Office Supplies,Wausau,United States,MS-17365,Maribeth Schnelling,No Discount ,07-11-2014,CA-2014-120278,54401,OFF-ST-10002214,X-Rack File for Hanging Folders,Profit,Central,Consumer,12-11-2014,Standard Class,Wisconsin,Storage,0,5.8708,0.26,2,22.58,5
Office Supplies,Wausau,United States,MS-17365,Maribeth Schnelling,No Discount ,07-11-2014,CA-2014-120278,54401,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Profit,Central,Consumer,12-11-2014,Standard Class,Wisconsin,Binders,0,5.8233,0.47,3,12.39,5
Office Supplies,San Francisco,United States,MP-18175,Mike Pelletier,Low Discount ,05-10-2017,CA-2017-167661,94110,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Profit,West,Home Office,10-10-2017,Standard Class,California,Binders,0.2,13.473,0.3375,5,39.92,5
Office Supplies,San Francisco,United States,MP-18175,Mike Pelletier,No Discount ,05-10-2017,CA-2017-167661,94110,OFF-PA-10002581,Xerox 1951,Profit,West,Home Office,10-10-2017,Standard Class,California,Paper,0,27.882,0.45,2,61.96,5
Office Supplies,San Francisco,United States,MP-18175,Mike Pelletier,Low Discount ,05-10-2017,CA-2017-167661,94110,OFF-BI-10001097,Avery Hole Reinforcements,Profit,West,Home Office,10-10-2017,Standard Class,California,Binders,0.2,7.2268,0.3625,4,19.936,5
Office Supplies,Dublin,United States,FH-14350,Fred Harton,High Discount ,01-06-2017,CA-2017-106831,43017,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Loss,East,Consumer,03-06-2017,First Class,Ohio,Binders,0.7,-2.6586,-0.7,2,3.798,2
Office Supplies,Dublin,United States,FH-14350,Fred Harton,Low Discount ,01-06-2017,CA-2017-106831,43017,OFF-PA-10000682,Xerox 1924,Profit,East,Consumer,03-06-2017,First Class,Ohio,Paper,0.2,10.0572,0.3625,6,27.744,2
Technology,Dublin,United States,FH-14350,Fred Harton,Medium Discount,01-06-2017,CA-2017-106831,43017,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Loss,East,Consumer,03-06-2017,First Class,Ohio,Phones,0.4,-34.3148,-0.216666667,4,158.376,2
Furniture,Henderson,United States,SC-20050,Sample Company A,No Discount ,20-11-2017,CA-2017-154123,42420,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Profit,South,Home Office,25-11-2017,Standard Class,Kentucky,Furnishings,0,11.5836,0.42,2,27.58,5
Office Supplies,Bowling Green,United States,NM-18520,Neoma Murray,High Discount ,23-12-2016,CA-2016-136049,43402,OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Loss,East,Consumer,28-12-2016,Standard Class,Ohio,Binders,0.7,-4.0722,-0.733333333,3,5.553,5
Office Supplies,Memphis,United States,JO-15280,Jas O'Carroll,Low Discount ,29-09-2017,CA-2017-118402,38109,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,Loss,South,Consumer,04-10-2017,Standard Class,Tennessee,Storage,0.2,-54.882,-0.225,5,243.92,5
Office Supplies,Lakewood,United States,CC-12475,Cindy Chapman,No Discount ,07-11-2016,US-2016-139388,8701,OFF-FA-10004968,Rubber Band Ball,Profit,East,Consumer,09-11-2016,First Class,New Jersey,Fasteners,0,0.2992,0.02,4,14.96,2
Office Supplies,Los Angeles,United States,MZ-17515,Mary Zewe,Low Discount ,04-04-2014,US-2014-128685,90008,OFF-BI-10004140,Avery Non-Stick Binders,Profit,West,Corporate,05-04-2014,First Class,California,Binders,0.2,2.245,0.3125,2,7.184,1
Office Supplies,Rochester,United States,MS-17830,Melanie Seite,Low Discount ,23-07-2015,CA-2015-124044,14609,OFF-BI-10003460,Acco 3-Hole Punch,Profit,East,Consumer,26-07-2015,Second Class,New York,Binders,0.2,3.6792,0.35,3,10.512,3
Technology,Salem,United States,GK-14620,Grace Kelly,Low Discount ,25-06-2014,CA-2014-164469,97301,TEC-PH-10002115,Plantronics 81402,Profit,West,Corporate,27-06-2014,Second Class,Oregon,Phones,0.2,19.797,0.075,5,263.96,2
Office Supplies,Salem,United States,GK-14620,Grace Kelly,Low Discount ,25-06-2014,CA-2014-164469,97301,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Profit,West,Corporate,27-06-2014,Second Class,Oregon,Art,0.2,17.908,0.25,11,71.632,2
Office Supplies,Salem,United States,GK-14620,Grace Kelly,Low Discount ,25-06-2014,CA-2014-164469,97301,OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Profit,West,Corporate,27-06-2014,Second Class,Oregon,Art,0.2,0.8162,0.0875,1,9.328,2
Office Supplies,Pasco,United States,MC-17275,Marc Crier,No Discount ,08-09-2014,CA-2014-107818,99301,OFF-AR-10003045,Prang Colored Pencils,Profit,West,Consumer,14-09-2014,Standard Class,Washington,Art,0,2.646,0.45,2,5.88,6
Furniture,Pasco,United States,MC-17275,Marc Crier,Low Discount ,08-09-2014,CA-2014-107818,99301,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Profit,West,Consumer,14-09-2014,Standard Class,Washington,Chairs,0.2,121.99,0.125,5,975.92,6
Office Supplies,Pasco,United States,MC-17275,Marc Crier,No Discount ,08-09-2014,CA-2014-107818,99301,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Profit,West,Consumer,14-09-2014,Standard Class,Washington,Art,0,91.152,0.3,8,303.84,6
Office Supplies,Pasco,United States,MC-17275,Marc Crier,No Discount ,08-09-2014,CA-2014-107818,99301,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Profit,West,Consumer,14-09-2014,Standard Class,Washington,Storage,0,19.4352,0.04,6,485.88,6
Furniture,Oakland,United States,LH-17155,Logan Haushalter,No Discount ,12-12-2014,CA-2014-113320,94601,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Profit,West,Consumer,15-12-2014,Second Class,California,Furnishings,0,4.5144,0.36,3,12.54,3
Office Supplies,Oakland,United States,LH-17155,Logan Haushalter,No Discount ,12-12-2014,CA-2014-113320,94601,OFF-ST-10000617,Woodgrain Magazine Files by Perma,Profit,West,Consumer,15-12-2014,Second Class,California,Storage,0,0.6258,0.07,3,8.94,3
Furniture,Oakland,United States,LH-17155,Logan Haushalter,No Discount ,12-12-2014,CA-2014-113320,94601,FUR-FU-10001706,Longer-Life Soft White Bulbs,Profit,West,Consumer,15-12-2014,Second Class,California,Furnishings,0,4.4352,0.48,3,9.24,3
Office Supplies,Los Angeles,United States,PB-19150,Philip Brown,Low Discount ,13-01-2015,CA-2015-137526,90004,OFF-BI-10003364,Binding Machine Supplies,Profit,West,Consumer,17-01-2015,Standard Class,California,Binders,0.2,24.5028,0.35,3,70.008,4
Furniture,Los Angeles,United States,PB-19150,Philip Brown,No Discount ,13-01-2015,CA-2015-137526,90004,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Profit,West,Consumer,17-01-2015,Standard Class,California,Furnishings,0,38.024,0.49,4,77.6,4
Furniture,Los Angeles,United States,PB-19150,Philip Brown,No Discount ,13-01-2015,CA-2015-137526,90004,FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Profit,West,Consumer,17-01-2015,Standard Class,California,Furnishings,0,92.97,0.2,9,464.85,4
Office Supplies,Oak Park,United States,SS-20140,Saphhira Shifley,Low Discount ,15-12-2017,CA-2017-136063,60302,OFF-AR-10000823,Newell 307,Profit,Central,Corporate,19-12-2017,Standard Class,Illinois,Art,0.2,1.0192,0.1,7,10.192,4
Office Supplies,Morristown,United States,GK-14620,Grace Kelly,No Discount ,18-12-2016,CA-2016-101546,7960,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Profit,East,Corporate,24-12-2016,Standard Class,New Jersey,Binders,0,843.1706,0.47,2,1793.98,6
Technology,Austin,United States,GM-14455,Gary Mitchum,Low Discount ,11-04-2014,CA-2014-138940,78745,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,Profit,Central,Home Office,16-04-2014,Second Class,Texas,Phones,0.2,265.4232,0.35,6,758.352,5
Office Supplies,New York City,United States,SH-19975,Sally Hughsby,Low Discount ,10-11-2016,CA-2016-125164,10011,OFF-BI-10001191,Canvas Sectional Post Binders,Profit,East,Corporate,14-11-2016,Standard Class,New York,Binders,0.2,7.3834,0.3625,1,20.368,4
Office Supplies,New York City,United States,SH-19975,Sally Hughsby,Low Discount ,10-11-2016,CA-2016-125164,10011,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Profit,East,Corporate,14-11-2016,Standard Class,New York,Binders,0.2,16.8237,0.3375,3,49.848,4
Technology,New York City,United States,SC-20725,Steven Cartwright,No Discount ,26-06-2017,CA-2017-163531,10024,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Profit,East,Consumer,30-06-2017,Standard Class,New York,Phones,0,67.1916,0.28,3,239.97,4
Furniture,Seattle,United States,TT-21070,Ted Trevino,Low Discount ,13-11-2017,CA-2017-122490,98103,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Profit,West,Consumer,18-11-2017,Standard Class,Washington,Chairs,0.2,150.294,0.0625,6,2404.704,5
Office Supplies,Seattle,United States,TT-21070,Ted Trevino,Low Discount ,13-11-2017,CA-2017-122490,98103,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Profit,West,Consumer,18-11-2017,Standard Class,Washington,Binders,0.2,190.0206,0.3375,11,563.024,5
Office Supplies,Seattle,United States,TT-21070,Ted Trevino,No Discount ,13-11-2017,CA-2017-122490,98103,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Profit,West,Consumer,18-11-2017,Standard Class,Washington,Storage,0,10.3473,0.03,3,344.91,5
Office Supplies,Seattle,United States,TT-21070,Ted Trevino,No Discount ,13-11-2017,CA-2017-122490,98103,OFF-LA-10001613,Avery File Folder Labels,Profit,West,Consumer,18-11-2017,Standard Class,Washington,Labels,0,4.2336,0.49,3,8.64,5
Technology,Lancaster,United States,SC-20440,Shaun Chance,Medium Discount,24-11-2017,CA-2017-131366,17602,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Loss,East,Corporate,29-11-2017,Standard Class,Pennsylvania,Phones,0.4,-14.998,-0.166666667,2,89.988,5
Office Supplies,Lancaster,United States,SC-20440,Shaun Chance,Low Discount ,24-11-2017,CA-2017-131366,17602,OFF-PA-10000675,Xerox 1919,Profit,East,Corporate,29-11-2017,Standard Class,Pennsylvania,Paper,0.2,83.2097,0.3625,7,229.544,5
Office Supplies,Houston,United States,KL-16645,Ken Lonsdale,Low Discount ,23-05-2017,CA-2017-164042,77095,OFF-FA-10000840,OIC Thumb-Tacks,Profit,Central,Consumer,27-05-2017,Standard Class,Texas,Fasteners,0.2,0.6156,0.3375,2,1.824,4
Office Supplies,Houston,United States,KL-16645,Ken Lonsdale,High Discount ,23-05-2017,CA-2017-164042,77095,OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Loss,Central,Consumer,27-05-2017,Standard Class,Texas,Appliances,0.8,-46.716,-2.55,5,18.32,4
Office Supplies,Houston,United States,KL-16645,Ken Lonsdale,Low Discount ,23-05-2017,CA-2017-164042,77095,OFF-ST-10002301,Tennsco Commercial Shelving,Loss,Central,Consumer,27-05-2017,Standard Class,Texas,Storage,0.2,-11.5938,-0.2375,3,48.816,4
Office Supplies,Houston,United States,KL-16645,Ken Lonsdale,High Discount ,23-05-2017,CA-2017-164042,77095,OFF-BI-10001922,Storex Dura Pro Binders,Loss,Central,Consumer,27-05-2017,Standard Class,Texas,Binders,0.8,-1.9602,-1.65,1,1.188,4
Technology,Columbus,United States,KN-16390,Katherine Nockton,Low Discount ,02-12-2014,CA-2014-132864,43229,TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Profit,East,Corporate,07-12-2014,Standard Class,Ohio,Accessories,0.2,29.95,0.25,5,119.8,5
Office Supplies,Durham,United States,SL-20155,Sara Luxemburg,Low Discount ,03-10-2014,US-2014-155817,27707,OFF-ST-10000532,Advantus Rolling Drawer Organizers,Profit,South,Home Office,09-10-2014,Standard Class,North Carolina,Storage,0.2,4.6176,0.075,2,61.568,6
Office Supplies,Durham,United States,SL-20155,Sara Luxemburg,Low Discount ,03-10-2014,US-2014-155817,27707,OFF-AR-10002335,DIXON Oriole Pencils,Profit,South,Home Office,09-10-2014,Standard Class,North Carolina,Art,0.2,0.4644,0.075,3,6.192,6
Office Supplies,Pensacola,United States,PW-19240,Pierre Wener,High Discount ,29-07-2016,US-2016-131891,32503,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Loss,South,Consumer,31-07-2016,First Class,Florida,Binders,0.7,-1.476,-0.666666667,3,2.214,2
Office Supplies,Henderson,United States,TB-21175,Thomas Boland,No Discount ,02-11-2017,CA-2017-143567,42420,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Profit,South,Corporate,05-11-2017,Second Class,Kentucky,Envelopes,0,2.6068,0.49,2,5.32,3
Furniture,Henderson,United States,TB-21175,Thomas Boland,No Discount ,02-11-2017,CA-2017-143567,42420,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Profit,South,Corporate,05-11-2017,Second Class,Kentucky,Chairs,0,292.776,0.3,4,975.92,3
Technology,Henderson,United States,TB-21175,Thomas Boland,No Discount ,02-11-2017,CA-2017-143567,42420,TEC-AC-10004145,Logitech diNovo Edge Keyboard,Profit,South,Corporate,05-11-2017,Second Class,Kentucky,Accessories,0,517.4793,0.23,9,2249.91,3
Office Supplies,Henderson,United States,TB-21175,Thomas Boland,No Discount ,02-11-2017,CA-2017-143567,42420,OFF-ST-10001580,Super Decoflex Portable Personal File,Profit,South,Corporate,05-11-2017,Second Class,Kentucky,Storage,0,16.7776,0.28,4,59.92,3
Office Supplies,Anaheim,United States,AH-10210,Alan Hwang,Low Discount ,08-03-2017,CA-2017-104080,92804,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Profit,West,Consumer,15-03-2017,Standard Class,California,Binders,0.2,64.2,0.375,5,171.2,7
Office Supplies,Anaheim,United States,AH-10210,Alan Hwang,No Discount ,08-03-2017,CA-2017-104080,92804,OFF-AR-10001972,Newell 323,Profit,West,Consumer,15-03-2017,Standard Class,California,Art,0,0.8736,0.26,2,3.36,7
Office Supplies,Detroit,United States,SC-20695,Steve Chapman,No Discount ,16-12-2014,CA-2014-151379,48227,OFF-PA-10000595,Xerox 1929,Profit,Central,Corporate,20-12-2014,Standard Class,Michigan,Paper,0,52.532,0.46,5,114.2,4
Furniture,Marietta,United States,RF-19345,Randy Ferguson,No Discount ,28-11-2016,CA-2016-163167,30062,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Profit,South,Corporate,01-12-2016,Second Class,Georgia,Chairs,0,52.9743,0.29,3,182.67,3
Technology,Marietta,United States,RF-19345,Randy Ferguson,No Discount ,28-11-2016,CA-2016-163167,30062,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Profit,South,Corporate,01-12-2016,Second Class,Georgia,Accessories,0,6.102,0.06,6,101.7,3
Office Supplies,Marietta,United States,RF-19345,Randy Ferguson,No Discount ,28-11-2016,CA-2016-163167,30062,OFF-ST-10004459,Tennsco Single-Tier Lockers,Profit,South,Corporate,01-12-2016,Second Class,Georgia,Storage,0,56.301,0.05,3,1126.02,3
Office Supplies,Marietta,United States,RF-19345,Randy Ferguson,No Discount ,28-11-2016,CA-2016-163167,30062,OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",Profit,South,Corporate,01-12-2016,Second Class,Georgia,Storage,0,315.825,0.25,6,1263.3,3
